index,duration,content,startOfParagraph,startTime,ID
1914,4215,"en Estonie, en Lettonie, en Lituanie,",False,748050,1542
1915,2886,"au Mali, à Madagascar,",False,752265,1542
1916,3782,"en Pologne, aux Philippines,",False,755151,1542
1917,5083,"en Serbie, en Slovénie, je pourrais continuer,",False,758933,1542
1918,4590,et maintenant en Tunisie et en Égypte.,False,764016,1542
1919,4050,Ça n'est pas arrivé juste comme ça.,False,768606,1542
1920,3151,C'est largement dû à un livre,False,772656,1542
1921,4465,"écrit par un homme de 80 ans, à Boston, Gene Sharp.",False,775807,1542
1922,4017,Il a écrit un livre intitulé  De la dictature à la démocratie ,False,780272,1542
1923,5396,avec 81 méthodologies de résistance non violente.,False,784289,1542
1924,2087,Il est traduit en 26 langues.,False,789685,1542
1925,2084,Il s'est répandu partout dans le monde.,False,791772,1542
1926,7187,"Il est utilisé par les jeunes et les vieux partout dans le monde,",False,793856,1542
1927,5422,parce qu'il fonctionne et qu'il est efficace.,False,801043,1542
1928,4558,"C'est ce qui me donne de l'espoir,",True,806465,1542
1929,3753,"pas seulement de l'espoir, c'est ce qui me rend très positive en ce moment.",False,811023,1542
1930,4016,Parce que finalement les êtres humains comprennent.,False,814776,1542
1931,7618,"Nous adoptons des méthodes pratiques, faisables",False,818792,1542
1932,1584,pour répondre à ma question .,False,826410,1542
1933,6302,Comment faire face à une brute sans pour autant devenir un voyou .,False,827994,1542
1934,4410,Nous utilisons les compétences que j'ai décrites .,False,834296,1542
1935,3718,"la puissance intérieure, le développement de la puissance intérieure, grâce à la connaissance de soi,",False,838706,1542
1936,3566,"en reconnaissant et en travaillant avec notre peur,",False,842424,1542
1937,3518,"en utilisant la colère comme un carburant,",False,845990,1542
1938,2565,"en coopérant avec les autres,",False,849508,1542
1939,1935,"en se réunissant avec d'autres,",False,852073,1542
1940,2182,"grâce au courage,",False,854008,1542
1941,6969,"et plus important encore, à un engagement à la non-violence active.",False,856190,1542
1942,4114,Je ne crois pas seulement dans la non-violence.,True,863159,1542
1943,2935,Je n'ai pas à y croire.,False,867273,1542
1944,3550,Je vois partout dans le monde la preuve de son efficacité.,False,870208,1542
1945,6050,"Je vois que nous, les gens ordinaires,",False,873758,1542
1946,6318,"pouvons faire ce qu'ont fait Aung San Suu Kyi, Ghandi et Mandela.",False,879808,1542
1947,2723,Nous pouvons mettre fin,False,886126,1542
1948,4999,au siècle le plus sanglant que l'humanité ait jamais connu.,False,888849,1542
1949,7941,Nous pouvons nous organiser pour vaincre l'oppression,False,893848,1542
1950,2618,en ouvrant nos cœurs,False,901789,1542
1951,5850,et en renforçant cette incroyable résolution.,False,904407,1542
1952,4600,Cette sincérité est exactement ce que j'ai vécu,True,910257,1542
1953,4434,dans toute l'organisation de ce rassemblement depuis que je suis arrivée hier.,False,914857,1542
1954,2121,Merci.,False,919291,1542
1956,3000,"Nous sommes donc en 1995,",True,0,1126
1957,2000,Je suis à la fac,False,3000,1126
1958,3000,et avec une amie nous partons pour un périple routier,False,5000,1126
1959,2000,"depuis Providence, Rhode Island",False,8000,1126
1960,2000,"jusqu'à Portland, Oregon.",False,10000,1126
1961,3000,"Et vous voyez, nous sommes jeunes et des chômeurs,",False,12000,1126
1962,2000,donc nous ne prenons que des routes secondaires,False,15000,1126
1963,2000,qui traversent les parcs d'État,False,17000,1126
1964,3000,et des forêts nationales -,False,19000,1126
1965,3000,en gros l'itinéraire le plus long possible.,False,22000,1126
1966,3000,"Et quelque part au milieu du Dakota du Sud,",False,26000,1126
1967,3000,je me tourne vers mon amie,False,29000,1126
1968,2000,et je lui pose une question,False,32000,1126
1969,2000,qui me préoccupe,False,34000,1126
1970,3000,depuis 3000 kilomètres.,False,36000,1126
1971,4000,C'est quoi ce chinois que je n'arrête pas de voir sur le bord de la route.,False,40000,1126
1972,4000,Mon ami me regarde sans rien comprendre.,False,47000,1126
1973,2000,Il y a en fait un homme au premier rang,False,51000,1126
1974,3000,qui fait une imitation parfaite de son regard.,False,53000,1126
1976,2000,"Et je dis . Tu sais,",False,59000,1126
1977,2000,tous les panneaux qu'on voit tout le temps,False,61000,1126
1978,3000,avec le chinois dessus. ,False,63000,1126
1979,3000,"Elle me regarde quelques instants,",False,67000,1126
1980,3000,"puis elle craque,",False,70000,1126
1981,2000,parce qu'elle comprend de quoi je parle.,False,73000,1126
1982,3000,Et ce dont je parle c'est ça,False,75000,1126
1984,4000,"A droite, le célèbre chinois qui signale la zone de pique-nique.",False,84000,1126
1986,4000,J'ai passé les cinq dernières années de ma vie,True,90000,1126
1987,2000,à réfléchir à des situations,False,94000,1126
1988,3000,exactement comme celle-là -,False,96000,1126
1989,2000,pourquoi nous ne comprenons parfois pas,False,99000,1126
1990,2000,"les panneaux qui nous entourent,",False,101000,1126
1991,3000,"et comment nous nous comportons quand cela se produit,",False,103000,1126
1992,4000,et ce que tout cela peut nous dire sur la nature humaine.,False,106000,1126
1993,2000,"En d'autres termes, comme l'a dit Chris,",False,110000,1126
1994,2000,j'ai passé les cinq dernières années,False,112000,1126
1995,3000,à réfléchir aux erreurs que nous faisons.,False,114000,1126
1996,3000,"Cela peut vous sembler un choix de carrière étrange,",False,117000,1126
1997,3000,mais ça a fait un grand avantage.,False,120000,1126
1998,2000,pas de concurrence.,False,123000,1126
2000,3000,"En fait, la plupart d'entre nous faisons tout notre possible",False,127000,1126
2001,3000,"pour éviter de réfléchir au fait de se tromper,",False,130000,1126
2002,2000,ou du moins pour éviter de réfléchir la possibilité,False,133000,1126
2003,2000,que nous avons tort.,False,135000,1126
2004,2000,Nous restons dans l'abstrait.,False,137000,1126
2005,2000,Nous savons tous que tout le monde dans cette salle fait des erreurs.,False,139000,1126
2006,3000,"L'espèce humaine, en général, est faillible - bon.",False,142000,1126
2007,3000,"Mais quand il s'agit de moi là tout de suite,",True,146000,1126
2008,2000,"de tout ce en quoi je crois,",False,149000,1126
2009,3000,"ici dans le temps présent,",False,151000,1126
2010,4000,tout d'un coup toute cette appréciation abstraite de la faillibilité,False,154000,1126
2011,3000,s'envole -,False,158000,1126
2012,3000,et je ne peux pas vraiment penser à quelque chose sur quoi je me trompe.,False,161000,1126
2013,3000,"Et le fait est, nous vivons dans le temps présent.",False,165000,1126
2014,3000,"Nous allons à des réunions dans le temps présent,",False,168000,1126
2015,2000,"nous allons en vacances en famille dans le temps présent,",False,171000,1126
2016,4000,nous nous rendons aux urnes et nous votons dans le présent.,False,173000,1126
2017,3000,"Donc, effectivement, nous en venons tous à traverser tout la vie,",False,177000,1126
2018,2000,pris au piège dans cette petite bulle,False,180000,1126
2019,3000,où on a l'impression d'avoir toujours raison pour tout.,False,182000,1126
2020,2000,Je pense que c'est un problème.,True,186000,1126
2021,3000,"Je pense que c'est un problème pour chacun de nous en tant qu'individus,",False,188000,1126
2022,3000,"dans notre vie personnelle et professionnelle,",False,191000,1126
2023,3000,"et je pense que c'est un problème pour nous tous, collectivement en tant que culture.",False,194000,1126
2024,2000,Donc ce que je veux faire aujourd'hui,False,197000,1126
2025,3000,"est, tout d'abord, parler de pourquoi nous sommes coincés",False,199000,1126
2026,2000,au cœur de cette impression d'avoir raison.,False,202000,1126
2027,3000,"Et deuxièmement, pourquoi c'est un tel problème.",False,204000,1126
2028,2000,"Et enfin, je tiens à vous convaincre",False,207000,1126
2029,2000,qu'il est possible,False,209000,1126
2030,2000,"de sortir de cette impression,",False,211000,1126
2031,2000,"et que, si vous pouvez le faire,",False,213000,1126
2032,2000,c'est le plus grand bond,False,215000,1126
2033,3000,"moral, intellectuel et créatif que vous puissiez faire.",False,217000,1126
2034,2000,Alors pourquoi nous retrouvons-nous coincés,True,222000,1126
2035,2000,dans cette impression d'avoir raison.,False,224000,1126
2036,3000,Une des raisons a en fait à voir avec une impression d'avoir tort.,False,226000,1126
2037,2000,Alors laissez-moi vous demander quelque chose -,False,229000,1126
2038,4000,"ou plutôt, laissez-moi vous demander quelque chose, parce que vous êtes ici.",False,231000,1126
2039,3000,"Quelle impression ça fait , du point de vue émotionnel ,",False,235000,1126
2040,3000,quelle impression ça fait d'avoir tort.,False,238000,1126
2041,3000,Horrible. Mortel.,False,241000,1126
2042,2000,"Embarrassant. Très bien, magnifique, très bien.",False,244000,1126
2043,2000,"Horrible, mortel, embarrassant -",False,246000,1126
2044,3000,"merci, ce sont d'excellentes réponses,",False,248000,1126
2045,3000,mais ce sont des réponses à une question différente.,False,251000,1126
2046,2000,Vous répondez en fait à la question.,False,254000,1126
2047,3000,qu'est-ce que ça fait de se rendre compte que vous avez tort.,False,256000,1126
2049,3000,"Vous rendre compte que vous avez tort, c'est un peu comme tout cela et beaucoup d'autres choses, non.",False,263000,1126
2050,3000,"Je veux dire que ça peut être dévastateur, ça peut être révélateur,",False,266000,1126
2051,2000,"ça peut être assez drôle,",False,269000,1126
2052,3000,comme mon erreur stupide de chinois.,False,271000,1126
2053,3000,Mais se tromper,False,274000,1126
2054,2000,ne ressemble à rien.,False,277000,1126
2055,3000,Je vais vous donner une analogie.,True,279000,1126
2056,2000,Vous souvenez-vous de ce dessin animé Loony Tunes,False,282000,1126
2057,2000,où il y a ce coyote pathétique,False,284000,1126
2058,2000,qui poursuit toujours et de n'attrape jamais Bip Bip.,False,286000,1126
2059,3000,"Dans presque tous les épisodes de ce dessin animé,",False,288000,1126
2060,2000,il y a un moment où le coyote poursuit Bip bip,False,291000,1126
2061,2000,"et Bip Bip court au-delà d'une falaise,",False,293000,1126
2062,3000,"c'est sans problème, c'est un oiseau, il peut voler.",False,295000,1126
2063,4000,"Mais le fait est, le coyote court au-delà de la falaise après lui.",False,298000,1126
2064,2000,Et ce qui est drôle -,False,302000,1126
2065,2000,du moins si vous avez six ans -,False,304000,1126
2066,2000,est que pour le coyote c'est sans problème non plus.,False,306000,1126
2067,2000,"Il continue de courir ,",False,308000,1126
2068,2000,jusqu'au moment où il regarde vers le bas,False,310000,1126
2069,3000,et se rend compte qu'il est dans les airs.,False,312000,1126
2070,3000,C'est alors qu'il tombe.,False,315000,1126
2071,2000,Lorsque nous avons tort à propos de quelque chose -,False,319000,1126
2072,3000,"pas quand nous nous en rendons compte, mais avant cela -",False,321000,1126
2073,3000,nous sommes comme ce coyote,False,324000,1126
2074,3000,"après qu'il soit au-delà de la falaise et, avant qu'il baisse les yeux.",False,327000,1126
2075,3000,"Vous savez, nous avons déjà tort,",False,331000,1126
2076,2000,"nous sommes déjà en difficulté,",False,334000,1126
2077,3000,mais nous avons l'impression d'être sur la terre ferme.,False,336000,1126
2078,3000,Donc je devrais en fait corriger une chose que j'ai dite il y a un instant.,False,340000,1126
2079,3000,"Quand on se trompe, on ressent bien quelque chose ,",False,343000,1126
2080,3000,on a l'impression qu'on a raison.,False,346000,1126
2082,3000,"Donc, c'est une des raisons, une raison structurelle,",True,352000,1126
2083,2000,pour laquelle nous sommes coincés dans ce sentiment de justesse.,False,355000,1126
2084,2000,C'est ce que j'appelle la cécité d'erreur.,False,357000,1126
2085,2000,"La plupart du temps,",False,359000,1126
2086,3000,nous n'avons aucune sorte de repère interne,False,361000,1126
2087,2000,"pour nous faire savoir que nous avons tort à propos de quelque chose,",False,364000,1126
2088,3000,jusqu'à ce qu'il soit trop tard.,False,366000,1126
2089,3000,Mais il y a aussi une 2ème raison pour laquelle nous sommes coincés dans cette impression -,False,369000,1126
2090,2000,et elle est d'ordre culturel.,False,372000,1126
2091,3000,Pensez un instant à l'école élémentaire.,False,375000,1126
2092,2000,"Vous êtes assis là en classe,",False,378000,1126
2093,3000,"et votre professeur vous rend des questionnaires,",False,380000,1126
2094,2000,et l'un d'eux ressemble à ceci.,False,383000,1126
2095,2000,"Ce n'est pas le mien, au fait.",False,385000,1126
2097,3000,"Donc là vous êtes à l'école primaire,",False,389000,1126
2098,2000,et vous savez exactement quoi penser,False,392000,1126
2099,3000,de l'enfant qui a reçu ce document.,False,394000,1126
2100,3000,"C'est le cancre, le perturbateur,",False,397000,1126
2101,3000,celui qui ne fait jamais ses devoirs.,False,400000,1126
2102,3000,"Donc, quand vous avez 9 ans,",False,403000,1126
2103,2000,"vous avez déjà appris, tout d'abord,",False,406000,1126
2104,2000,que les gens qui se trompent souvent,False,408000,1126
2105,3000,"sont paresseux, des idiots irresponsables -",False,410000,1126
2106,2000,"et en second lieu,",False,413000,1126
2107,2000,que le moyen de réussir dans la vie,False,415000,1126
2108,3000,est de ne jamais faire d'erreurs.,False,417000,1126
2109,4000,Nous apprenons ces très mauvaises leçons vraiment bien.,True,421000,1126
2110,2000,Et beaucoup d'entre nous -,False,426000,1126
2111,4000,"et je soupçonne, en particulier beaucoup d'entre nous dans cette salle -",False,428000,1126
2112,2000,les assument en devenant,False,432000,1126
2113,2000,"de parfaites petites têtes de classe,",False,434000,1126
2114,3000,"des perfectionnistes, qui veulent toujours faire plus.",False,436000,1126
2115,2000,"Bon,",False,439000,1126
2116,4000,"M. le Directeur financier, astrophysicien, ultra-marathonien.",False,441000,1126
2118,4000,"Il se trouve que vous êtes tous directeurs financiers, astrophysiciens, ultra-marathoniens.",False,452000,1126
2119,2000,"D'accord, bon.",False,456000,1126
2120,3000,Sauf que nous flippons,False,458000,1126
2121,2000,à la possibilité que nous nous soyons trompés.,False,461000,1126
2122,3000,"Parce que, d'après ceci,",False,463000,1126
2123,2000,se tromper sur quelque chose,False,466000,1126
2124,3000,signifie qu'il y a quelque chose qui ne va pas en vous.,False,468000,1126
2125,2000,"Alors nous insistons que nous avons raison,",False,471000,1126
2126,2000,parce que ça nous fait nous sentir intelligents et responsables,False,473000,1126
2127,3000,et vertueux et en sécurité.,False,475000,1126
2128,2000,Permettez-moi de vous raconter une histoire.,True,479000,1126
2129,2000,"Il y a deux ans,",False,481000,1126
2130,3000,une femme entre au centre médical Beth Israel Deaconess pour être opérée.,False,483000,1126
2131,2000,Beth Israel est à Boston.,False,486000,1126
2132,2000,C'est l'hôpital universitaire de Harvard -,False,488000,1126
2133,2000,l'un des meilleurs hôpitaux dans le pays.,False,490000,1126
2134,3000,"Donc, cette femme arrive et elle est emmenée dans la salle d'opération.",False,492000,1126
2135,2000,"Elle est anesthésiée, le chirurgien opère -",False,495000,1126
2136,3000,"la recoud, l'envoie en salle de réveil.",False,497000,1126
2137,3000,Tout semble s'être bien passé.,False,500000,1126
2138,3000,"Et elle se réveille, et elle regarde le bas de son corps,",False,503000,1126
2139,4000,et elle dit. Pourquoi est-ce le mauvais côté de mon corps dans des bandages.,False,506000,1126
2140,3000,"Eh bien, le mauvais côté de son corps est dans des bandages",False,510000,1126
2141,2000,parce que le chirurgien a réalisé une opération majeure,False,513000,1126
2142,3000,sur sa jambe gauche au lieu de sa droite.,False,515000,1126
2143,3000,Lorsque le vice-président pour la qualité des soins de santé au Beth Israel,False,519000,1126
2144,3000,"a parlé de cet incident,",False,522000,1126
2145,3000,il a dit quelque chose de très intéressant.,False,525000,1126
2146,3000,"Il a dit, Pour une raison quelconque,",False,528000,1126
2147,2000,le chirurgien a simplement estimé,False,531000,1126
2148,2000,qu'il était du bon côté du patient. ,False,533000,1126
2150,2000,La morale de cette histoire,False,540000,1126
2151,3000,est que trop de confiance dans l'impression,False,542000,1126
2152,3000,d'être du bon côté de quelque chose,False,545000,1126
2153,3000,peut être très dangereux.,False,548000,1126
2154,3000,Ce sens interne de justesse,True,551000,1126
2155,2000,que nous avons tous si souvent,False,554000,1126
2156,2000,n'est pas un guide fiable,False,556000,1126
2157,3000,pour ce qui se passe réellement dans le monde extérieur.,False,558000,1126
2158,2000,"Et quand nous agissons comme si c'était le cas,",False,561000,1126
2159,4000,"et nous arrêtons d'envisager la possibilité que nous pourrions avoir tort,",False,563000,1126
2160,2000,et bien c'est là qu'on finit par faire des choses,False,567000,1126
2161,4000,"comme déverser 750 millions de litres de pétrole dans le golfe du Mexique,",False,569000,1126
2162,3000,ou torpiller l'économie mondiale.,False,573000,1126
2163,3000,C'est donc un énorme problème pratique.,False,577000,1126
2164,3000,Mais c'est aussi un énorme problème social.,False,580000,1126
2165,4000,Réfléchissez un instant à ce que cela signifie de se sentir qu'on a raison.,True,583000,1126
2166,2000,Cela signifie que vous pensez que ce en quoi vous croyez,False,587000,1126
2167,3000,reflète parfaitement la réalité.,False,589000,1126
2168,2000,"Et quand vous ressentez ça,",False,592000,1126
2169,2000,"vous avez un problème à résoudre,",False,594000,1126
2170,2000,"qui est, comment allez-vous expliquer",False,596000,1126
2171,3000,tous ces gens qui sont en désaccord avec vous.,False,598000,1126
2172,3000,"Il s'avère que la plupart d'entre nous expliquent ces gens de la même manière,",False,601000,1126
2173,3000,en recourant à une série d'hypothèses malheureuses.,False,604000,1126
2174,3000,"En général, la première chose que nous faisons quand quelqu'un n'est pas d'accord avec nous",False,608000,1126
2175,3000,est que nous supposons qu'ils sont ignorants.,False,611000,1126
2176,2000,"Ils n'ont pas accès aux mêmes informations que nous,",False,614000,1126
2177,3000,"et quand nous partageons généreusement ces informations avec eux,",False,616000,1126
2178,3000,ils vont voir la lumière et se joindre à notre équipe.,False,619000,1126
2179,3000,"Lorsque cela ne fonctionne pas,",False,622000,1126
2180,2000,quand il s'avère que ces gens ont tous les mêmes faits que nous,False,625000,1126
2181,2000,"et qu'ils sont toujours en désaccord avec nous,",False,627000,1126
2182,2000,"alors nous passons à une seconde hypothèse,",False,629000,1126
2183,2000,qui est qu'ils sont idiots.,False,631000,1126
2185,2000,"Ils ont tous les bons morceaux du puzzle,",False,635000,1126
2186,3000,et ils sont trop idiots pour les assembler correctement.,False,637000,1126
2187,2000,"Et quand cela ne fonctionne pas,",False,640000,1126
2188,3000,quand il s'avère que les gens qui sont en désaccord avec nous,False,642000,1126
2189,2000,ont tous les mêmes faits que nous,False,645000,1126
2190,3000,"et sont en fait assez intelligents,",False,647000,1126
2191,3000,alors nous passons à une troisième hypothèse.,False,650000,1126
2192,3000,"ils connaissent la vérité,",False,653000,1126
2193,2000,et ils la déforment délibérément,False,656000,1126
2194,3000,pour servir leurs propres fins malveillantes.,False,658000,1126
2195,2000,"Donc, c'est une catastrophe.",False,662000,1126
2196,3000,Cet attachement à notre propre bien-fondé,True,664000,1126
2197,2000,nous empêche de prévenir les erreurs,False,667000,1126
2198,2000,lorsque nous en avons absolument besoin,False,669000,1126
2199,3000,et nous amène à traiter les autres terriblement.,False,671000,1126
2200,2000,"Mais pour moi, ce qui est le plus déconcertant",False,675000,1126
2201,3000,et le plus tragique dans tout ça,False,677000,1126
2202,4000,c'est que ça passe à côté de ce que c'est que d'être humain.,False,680000,1126
2203,2000,C'est comme si nous voulons imaginer,False,684000,1126
2204,3000,que nos esprits ne sont que ces fenêtres parfaitement translucides,False,686000,1126
2205,2000,et nous regardons au travers,False,689000,1126
2206,3000,et décrivons le monde tel qu'il se déroule.,False,691000,1126
2207,2000,Et nous voulons que tout le monde regarde par la même fenêtre,False,694000,1126
2208,2000,et voit exactement la même chose.,False,696000,1126
2209,2000,"Ce n'est pas vrai,",False,698000,1126
2210,3000,"et si ça l'était, la vie serait ennuyeuse.",False,700000,1126
2211,3000,Le miracle de votre esprit,False,703000,1126
2212,3000,n'est pas que vous pouvez voir le monde tel qu'il est.,False,706000,1126
2213,3000,C'est que vous pouvez voir le monde tel qu'il n'est pas.,False,710000,1126
2214,2000,"Nous pouvons nous souvenir du passé,",False,714000,1126
2215,3000,"et nous pouvons penser à l'avenir,",False,716000,1126
2216,2000,et nous pouvons imaginer ce que c'est que,False,719000,1126
2217,3000,d'être quelqu'un d'autre dans un autre lieu.,False,721000,1126
2218,2000,"Et nous faisons tous cela un peu différemment,",False,724000,1126
2219,2000,C'est pourquoi nous pouvons tous regarder le même ciel la nuit,False,726000,1126
2220,2000,et voir ceci,False,728000,1126
2221,2000,et aussi cela,False,730000,1126
2222,3000,et aussi cela.,False,732000,1126
2223,3000,"Et oui, c'est aussi pour ça que nous nous trompons.",False,735000,1126
2224,2000,1 200 ans avant que Descartes ait dit son célèbre,True,739000,1126
2225,2000,"Je pense donc je suis,",False,741000,1126
2226,2000,"ce gars-là, saint Augustin, s'est assis",False,743000,1126
2227,3000,et a écrit Fallor ergo sum -,False,745000,1126
2228,4000,Je me trompe donc je suis.,False,748000,1126
2229,2000,Augustin a compris,False,752000,1126
2230,2000,"que notre capacité à nous planter,",False,754000,1126
2231,2000,ce n'est pas une sorte de défaut gênant,False,756000,1126
2232,2000,"dans le système de l'homme,",False,758000,1126
2233,3000,une chose que nous pouvons éliminer ou surmonter.,False,760000,1126
2234,3000,C'est tout à fait fondamental pour ce que nous sommes.,False,763000,1126
2235,2000,"Parce que, contrairement à Dieu,",False,766000,1126
2236,3000,nous ne savons pas vraiment ce qui se passe là-bas.,False,768000,1126
2237,3000,"Et contrairement à tous les autres animaux,",False,771000,1126
2238,4000,nous sommes obsédés par essayer de le comprendre.,False,774000,1126
2239,2000,"Pour moi, cette obsession",False,778000,1126
2240,2000,est la source et la racine,False,780000,1126
2241,3000,de l'ensemble de notre productivité et de créativité.,False,782000,1126
2242,3000,"L'année dernière, pour diverses raisons,",True,785000,1126
2243,2000,je me suis retrouvée à écouter beaucoup d'épisodes,False,788000,1126
2244,2000,de l'émission de la Radio publique This American Life.,False,790000,1126
2245,3000,"Et donc j'écoute et j'écoute,",False,792000,1126
2246,3000,"et à un certain moment, je commence à avoir l'impression",False,795000,1126
2247,3000,que toutes les histoires parlent d'erreurs.,False,798000,1126
2248,2000,"Et ma première pensée a été,",False,802000,1126
2249,2000,J'ai perdu la tête.,False,804000,1126
2250,2000,Je suis devenue la dame dingue de l'erreur,False,806000,1126
2251,2000,"Je l'ai imaginée partout ,",False,808000,1126
2252,2000,ce qui est arrivé.,False,810000,1126
2253,2000,"Mais quelques mois plus tard,",False,812000,1126
2254,2000,"j'ai eu en fait la chance d'interviewer Ira Glass, qui est l'hôte de l'émission.",False,814000,1126
2255,2000,"Et je lui en ai parlé,",False,816000,1126
2256,3000,"et il a dit. Non effectivement, c'est vrai.",False,818000,1126
2257,2000,"En fait, a-t-il dit,",False,821000,1126
2258,2000,"entre nous à la radio, nous plaisantons",False,823000,1126
2259,2000,que chaque épisode de notre émission,False,825000,1126
2260,3000,a le même crypto-thème.,False,827000,1126
2261,2000,Et le crypto-thème est.,False,830000,1126
2262,3000,'Je pensais que cette chose allait se passer,False,832000,1126
2263,3000,et quelque chose d'autre s'est passé.',False,835000,1126
2264,3000,"Et le truc c'est , explique Ira Glass, que nous avons besoin de cela.",False,838000,1126
2265,2000,Nous avons besoin de ces moments,False,841000,1126
2266,2000,de surprise et d'inversion et d'erreur,False,843000,1126
2267,2000,pour que ces histoires fonctionnent. ,False,845000,1126
2268,2000,"Et pour le reste d'entre nous, membres de l'auditoire,",False,847000,1126
2269,3000,"en tant qu'auditeurs, lecteurs,",False,849000,1126
2270,2000,nous gobons tout ça.,False,852000,1126
2271,3000,Nous aimons les choses comme rebondissements,False,854000,1126
2272,3000,et fausses pistes et les fins inattendues.,False,857000,1126
2273,3000,"Quand il s'agit de nos histoires,",False,860000,1126
2274,3000,nous aimons avoir tort.,False,863000,1126
2275,2000,"Mais, vous le savez, nos histoires sont comme ça",True,866000,1126
2276,3000,parce que nos vies sont comme ça.,False,868000,1126
2277,3000,Nous pensons que cette seule chose va se passer,False,871000,1126
2278,3000,et c'est quelque chose d'autre qui se produit.,False,874000,1126
2279,2000,"George Bush a pensé qu'il allait envahir l'Irak,",False,877000,1126
2280,2000,"trouver un tas d'armes de destruction massive,",False,879000,1126
2281,3000,libérer le peuple et apporter la démocratie au Moyen-Orient.,False,881000,1126
2282,2000,Et c'est autre chose qui s'est passé.,False,885000,1126
2283,2000,Et Hosni Moubarak,False,888000,1126
2284,2000,"a pensé qu'il allait être le dictateur de l'Egypte pour le reste de sa vie,",False,890000,1126
2285,2000,jusqu'à ce qu'il soit devenu trop vieux ou trop malade,False,892000,1126
2286,3000,et pourrait passer les rênes du pouvoir à son fils.,False,894000,1126
2287,3000,Et c'est autre chose qui s'est passé.,False,897000,1126
2288,2000,Et peut-être que vous pensiez,False,901000,1126
2289,2000,que vous alliez grandir et épouser votre amour de lycée,False,903000,1126
2290,3000,et revenir dans votre ville natale et élever des d'enfants ensemble.,False,905000,1126
2291,3000,Et c'est autre chose qui s'est passé.,False,909000,1126
2292,2000,Et je dois vous dire,False,912000,1126
2293,2000,que je pensais que j'écrivais un livre incroyablement ringard,False,914000,1126
2294,2000,sur un sujet que tout le monde déteste,False,916000,1126
2295,3000,pour un public qui ne se viendrait jamais.,False,918000,1126
2296,2000,Et il s'est passé autre chose.,False,921000,1126
2298,2000,"Je veux dire, c'est la vie.",True,925000,1126
2299,2000,"Pour le meilleur et pour le pire,",False,927000,1126
2300,3000,nous générons ces histoires incroyables,False,929000,1126
2301,2000,"sur le monde qui nous entoure,",False,932000,1126
2302,3000,et puis le monde tourne et nous étonne.,False,934000,1126
2303,3000,"Ne le prenez pas mal, mais toute cette conférence",False,940000,1126
2304,2000,est un monument incroyable,False,943000,1126
2305,2000,à notre capacité à nous tromper sur des trucs.,False,945000,1126
2306,2000,Nous venons de passer toute la semaine,False,947000,1126
2307,2000,à parler d'innovations et de progrès,False,949000,1126
2308,2000,"et d'améliorations,",False,951000,1126
2309,3000,mais vous savez pourquoi nous avons besoin de toutes ces innovations,False,953000,1126
2310,2000,et progrès et améliorations.,False,956000,1126
2311,2000,Parce que la moitié des choses,False,958000,1126
2312,3000,c'est ce qu'il y a de plus ahurissant et ça change le plus le monde -,False,960000,1126
2313,2000,TED 1998 -,False,963000,1126
2314,2000,hein.,False,965000,1126
2316,2000,"Ça n'a pas vraiment fonctionné comme ça, n'est-ce pas.",False,971000,1126
2318,3000,"Où est mon jet pack, Chris.",False,975000,1126
2321,3000,Donc nous revoici.,True,987000,1126
2322,2000,Et c'est comme ça que ça se passe.,False,990000,1126
2323,2000,Nous trouvons une autre idée.,False,992000,1126
2324,3000,Nous racontons une autre histoire.,False,994000,1126
2325,3000,Nous donnons une autre conférence.,False,997000,1126
2326,2000,"Le thème de celle-ci,",False,1000000,1126
2327,2000,"que vous avez maintenant entendu sept millions de fois,",False,1002000,1126
2328,2000,est la redécouverte de l'émerveillement.,False,1004000,1126
2329,2000,"Et pour moi,",False,1006000,1126
2330,3000,"si vous voulez vraiment redécouvrir le monde,",False,1008000,1126
2331,2000,vous devez sortir,False,1011000,1126
2332,6000,de ce minuscule espace terrifié de justesse,False,1013000,1126
2333,3000,et vous tourner les uns vers les autres,False,1019000,1126
2334,3000,et ouvrir les yeux sur l'immensité,False,1022000,1126
2335,3000,et la complexité et le mystère,False,1025000,1126
2336,3000,de l'univers,False,1028000,1126
2337,3000,"et être en mesure de dire,",False,1031000,1126
2338,4000,"Wow, je ne sais pas.",False,1034000,1126
2339,2000,Je me trompe peut-être. ,False,1038000,1126
2340,2000,Merci.,True,1040000,1126
2342,2000,Merci.,True,1045000,1126
2344,3981,"Je suis journaliste, c'est pourquoi je m'intéresse aux histoires inédites,",True,704,2580
2345,3706,aux vies qui se jouent discrètement à l'ombre des gros titres.,False,4690,2580
2346,4607,"Je me suis occupée aussi de prendre racine quelque part, choisir un partenaire,",False,8977,2580
2347,1648,avoir des enfants.,False,13584,2580
2348,3645,"Donc, au cours des dernières années, j'ai essayé de comprendre",False,15232,2580
2349,4208,"en quoi consistait avoir une belle vie au XXIe siècle,",False,18878,2580
2350,4659,parce que les implications morales et philosophiques me fascinent,False,23086,2580
2351,3294,et parce que j'ai moi-même désespérément besoin de réponses.,False,27745,2580
2352,2372,Nous vivons une époque difficile.,True,31641,2580
2353,2815,"Pour la première fois de l'histoire américaine,",False,34402,2580
2354,2584,la majorité des parents ne pensent pas,False,37217,2580
2355,3320,que leurs enfants seront mieux lotis qu'eux.,False,39801,2580
